date,signal
2013-02-23 06:01:02,-58.24758620689655
2013-02-23 07:01:02,-58.17172413793104
2013-02-23 08:01:02,-58.22689655172414
2013-02-23 09:01:01,-58.75655172413793
2013-02-23 10:01:02,-58.762068965517244
2013-02-23 11:01:02,-58.52551724137931
2013-02-23 12:01:01,-58.50827586206896
2013-02-23 13:01:02,-58.62275862068965
2013-02-23 14:01:01,-58.672413793103445
2013-02-23 15:01:02,-58.7751724137931
2013-02-23 16:01:02,-58.80137931034483
2013-02-23 17:01:02,-58.742758620689656
2013-02-23 18:01:02,-58.464137931034486
2013-02-23 19:01:01,-58.445517241379314
2013-02-23 20:01:02,-58.40896551724138
2013-02-23 21:01:02,-58.4
2013-02-23 22:01:02,-58.26
2013-02-23 23:01:02,-58.258620689655174
2013-02-24 00:01:01,-58.17103448275862
2013-02-24 01:01:03,-58.12551724137931
2013-02-24 02:01:02,-58.186206896551724
2013-02-24 03:01:01,-58.10689655172414
2013-02-24 04:01:02,-58.01586206896552
2013-02-24 05:01:02,-57.995862068965515
2013-02-24 06:01:02,-57.98896551724138
2013-02-24 07:01:02,-57.85793103448276
2013-02-24 08:01:01,-57.95379310344828
2013-02-24 09:01:01,-58.128965517241376
2013-02-24 10:01:02,-58.175862068965515
2013-02-24 11:01:01,-58.317241379310346
2013-02-24 12:01:01,-58.34275862068966
2013-02-24 13:01:01,-58.37241379310345
2013-02-24 14:01:02,-58.448965517241376
2013-02-24 15:01:02,-58.433793103448274
2013-02-24 16:01:02,-58.29793103448276
2013-02-24 17:01:01,-58.237931034482756
2013-02-24 18:01:02,-58.19448275862069
2013-02-24 19:01:01,-58.16551724137931
2013-02-24 20:01:02,-58.04827586206896
2013-02-24 21:01:02,-58.02413793103448
2013-02-24 22:01:02,-57.83448275862069
2013-02-24 23:01:01,-57.78551724137931
2013-02-25 00:01:02,-57.68689655172414
2013-02-25 01:01:02,-57.70758620689655
2013-02-25 02:01:02,-57.497241379310346
2013-02-25 03:01:02,-57.42896551724138
2013-02-25 04:01:02,-57.17793103448276
2013-02-25 05:01:01,-57.05655172413793
2013-02-25 06:01:02,-56.99862068965517
2013-02-25 07:01:02,-56.976551724137934
2013-02-25 08:01:01,-57.0551724137931
2013-02-25 09:01:02,-57.40551724137931
2013-02-25 10:01:02,-57.64758620689655
2013-02-25 11:01:02,-57.817241379310346
2013-02-25 12:01:02,-57.737422467263954
2013-02-25 13:01:02,-57.23845623707788
2013-02-25 14:01:02,-57.73604410751206
2013-02-25 15:01:02,-57.641184573002754
2013-02-25 16:01:02,-57.72883688919477
2013-02-25 17:01:02,-57.61538461538461
2013-02-25 18:01:02,-57.458104395604394
2013-02-25 19:01:02,-57.48318462594372
2013-02-25 20:01:02,-57.390528483184625
2013-02-25 21:01:02,-57.354838709677416
2013-02-25 22:01:02,-57.42072752230611
2013-02-25 23:01:02,-57.30473575840769
2013-02-26 00:01:02,-57.33013040494166
2013-02-26 01:01:02,-57.25394646533974
2013-02-26 02:01:02,-57.297872340425535
2013-02-26 03:01:02,-57.22085048010974
2013-02-26 04:01:02,-57.1932830705963
2013-02-26 05:01:01,-57.22054794520548
2013-02-26 06:01:01,-57.102739726027394
2013-02-26 07:01:02,-57.31459904043866
2013-02-26 08:01:02,-57.368745716244
2013-02-26 09:01:03,-57.882030178326474
2013-02-26 10:01:02,-58.36856554564173
2013-02-26 11:01:01,-59.14423076923077
2013-02-26 12:01:02,-60.01442307692308
2013-02-26 13:01:02,-60.065247252747255
2013-02-26 14:01:03,-59.722527472527474
2013-02-26 15:01:02,-59.277472527472526
2013-02-26 16:01:02,-59.23076923076923
2013-02-26 17:01:02,-58.78365384615385
2013-02-26 18:01:02,-58.473214285714285
2013-02-26 19:01:03,-58.55288461538461
2013-02-26 20:01:02,-58.589285714285715
2013-02-26 21:01:02,-58.487637362637365
2013-02-26 22:01:02,-56.84478021978022
2013-02-26 23:01:02,-55.13324175824176
2013-02-27 00:01:02,-55.00892857142857
2013-02-27 01:01:02,-54.96153846153846
2013-02-27 02:01:02,-55.03228021978022
2013-02-27 03:01:03,-54.949897048730264
2013-02-27 04:01:02,-54.83321894303363
2013-02-27 05:01:01,-54.71105010295127
2013-02-27 06:01:02,-54.6458476321208
2013-02-27 07:01:02,-54.710363761153054
2013-02-27 08:01:02,-54.52161976664379
2013-02-27 09:01:02,-54.57789979409746
2013-02-27 10:01:01,-54.54152367879204
2013-02-27 11:01:02,-54.66094715168154
2013-02-27 12:01:01,-54.787234042553195
2013-02-27 13:01:01,-54.67055593685655
2013-02-27 14:01:02,-55.026767330130404
2013-02-27 15:01:02,-55.17032967032967
2013-02-27 16:01:02,-54.18269230769231
2013-02-27 17:01:02,-55.02815934065934
2013-02-27 18:01:02,-57.33173076923077
2013-02-27 19:01:02,-56.75618131868132
2013-02-27 20:01:02,-56.768543956043956
2013-02-27 21:01:02,-56.878350515463914
2013-02-27 22:01:00,-56.964972527472526
2013-02-27 23:01:02,-56.793956043956044
2013-02-28 00:01:02,-56.692994505494504
2013-02-28 01:01:01,-56.7032967032967
2013-02-28 02:01:01,-56.847527472527474
2013-02-28 03:01:02,-56.69869595058339
2013-02-28 04:01:01,-56.60562414266118
2013-02-28 05:01:02,-56.609739368998625
2013-02-28 06:01:02,-56.62139917695473
2013-02-28 07:01:02,-56.622770919067214
2013-02-28 08:01:01,-56.6076817558299
2013-02-28 09:01:02,-56.9512697323267
2013-02-28 10:01:02,-57.04118050789293
2013-02-28 11:01:01,-56.96087851750172
2013-02-28 12:01:01,-56.9512697323267
2013-02-28 13:01:02,-56.947151681537406
2013-02-28 14:01:01,-56.90185312285518
2013-02-28 15:01:02,-56.90871654083734
2013-02-28 16:01:01,-56.847632120796156
2013-02-28 17:01:02,-56.69526424159231
2013-02-28 18:01:02,-56.751544269045986
2013-02-28 19:01:02,-56.705559368565545
2013-02-28 20:01:01,-56.84214138641043
2013-02-28 21:01:01,-56.824982841455046
2013-02-28 22:01:01,-56.787234042553195
2013-02-28 23:01:02,-56.7700754975978
2013-03-01 00:01:02,-56.75978037062457
2013-03-01 01:01:02,-56.68222374742622
2013-03-01 02:01:01,-56.66849691146191
2013-03-01 03:01:02,-56.67146776406036
2013-03-01 04:01:01,-56.58904109589041
2013-03-01 05:01:02,-56.56575342465754
2013-03-01 06:01:01,-56.645890410958906
2013-03-01 07:01:02,-56.61164383561644
2013-03-01 08:01:02,-56.61369863013699
2013-03-01 09:01:01,-56.60479452054795
2013-03-01 10:01:01,-56.91712328767123
2013-03-01 11:01:02,-57.16301369863014
2013-03-01 12:01:01,-57.214383561643835
2013-03-01 13:01:02,-57.11986301369863
2013-03-01 14:01:02,-57.08561643835616
2013-03-01 15:01:02,-56.943835616438356
2013-03-01 16:01:02,-56.976027397260275
2013-03-01 17:01:01,-56.8986301369863
2013-03-01 18:01:02,-56.91986301369863
2013-03-01 19:01:02,-56.076027397260276
2013-03-01 20:01:02,-56.96369863013699
2013-03-01 21:01:02,-56.987671232876714
2013-03-01 22:01:02,-56.91301369863014
2013-03-01 23:01:02,-56.9027397260274
2013-03-02 00:01:01,-56.93082191780822
2013-03-02 01:01:02,-56.15547945205479
2013-03-02 02:01:02,-56.11232876712329
2013-03-02 03:01:02,-55.99041752224504
2013-03-02 04:01:02,-55.90485968514716
2013-03-02 05:01:02,-55.898699520876114
2013-03-02 06:01:02,-55.8507871321013
2013-03-02 07:01:11,-55.718685831622174
2013-03-02 08:01:03,-56.72024623803009
2013-03-02 09:01:02,-56.70177838577291
2013-03-02 10:01:01,-56.78248974008208
2013-03-02 11:01:01,-56.81326949384405
2013-03-02 12:01:01,-56.844049247606016
2013-03-02 13:01:02,-56.822845417236664
2013-03-02 14:01:02,-56.76265389876881
2013-03-02 15:01:02,-56.86320109439124
2013-03-02 16:01:01,-56.69699042407661
2013-03-02 17:01:01,-56.74145006839945
2013-03-02 18:01:02,-53.975376196990425
2013-03-02 19:01:03,-54.07045143638851
2013-03-02 20:01:02,-56.39124487004104
2013-03-02 21:01:02,-56.428864569083444
2013-03-02 22:01:05,-56.33173734610123
2013-03-02 23:01:02,-56.35978112175103
2013-03-03 00:01:02,-56.1593707250342
2013-03-03 01:01:02,-56.207250341997266
2013-03-03 02:01:02,-56.04651162790697
2013-03-03 03:01:02,-55.95964432284542
2013-03-03 04:01:02,-56.08344733242134
2013-03-03 05:01:02,-55.991792065663475
2013-03-03 06:01:01,-55.76607387140903
2013-03-03 07:01:03,-55.6265389876881
2013-03-03 08:01:01,-55.75564681724846
2013-03-03 09:01:02,-56.101300479123886
2013-03-03 10:01:02,-56.139630390143736
2013-03-03 11:01:01,-56.270362765229294
2013-03-03 12:01:02,-56.261464750171115
2013-03-03 13:01:02,-56.27857631759069
2013-03-03 14:01:02,-56.181382614647504
2013-03-03 15:01:01,-56.20396988364134
2013-03-03 16:01:02,-56.43668720054757
2013-03-03 17:01:02,-56.41341546885695
2013-03-03 18:01:02,-56.2539356605065
2013-03-03 19:01:02,-56.223134839151264
2013-03-03 20:01:02,-56.12457221081451
2013-03-03 21:01:02,-55.97125256673511
2013-03-03 22:01:02,-55.73100616016427
2013-03-03 23:01:02,-55.69815195071869
2013-03-04 00:01:02,-55.71321013004791
2013-03-04 01:01:02,-55.52772073921971
2013-03-04 02:01:01,-54.813826146475016
2013-03-04 03:01:02,-54.02053388090349
2013-03-04 04:01:02,-53.483230663928815
2013-03-04 05:01:02,-53.46543463381246
2013-03-04 06:01:03,-53.19233401779603
2013-03-04 07:01:02,-53.01984941820671
2013-03-04 08:01:02,-53.12731006160164
2013-03-04 09:01:02,-56.28405201916495
2013-03-04 10:01:03,-56.498288843258045
2013-03-04 11:01:02,-56.85763175906913
2013-03-04 12:01:02,-57.02874743326489
2013-03-04 13:01:02,-57.18412046543463
2013-03-04 14:01:02,-57.23682409308692
2013-03-04 15:01:02,-57.34633812457221
2013-03-04 16:01:02,-57.21834360027378
2013-03-04 17:01:02,-57.286105407255306
2013-03-04 18:01:02,-57.054072553045856
2013-03-04 19:01:02,-56.91649555099247
